wind_speed,temp,prs,hum,pow_out
5.585,24.056,889.0,8.428,4.05094
2.035,23.789,889.267,10.287,4.480833
3.357,23.298,889.6,10.691,2.500484
0.08,22.814,889.7,11.325,3.575571
5.09,22.914,889.367,12.333,8.104013
7.043,22.139,889.6,13.471,15.162782
6.56,21.606,889.167,14.652,24.18911
7.678,21.039,889.5,16.933,23.998678
6.803,20.244,889.6,17.869,43.167633
10.098,19.623,889.267,18.752,29.787664
8.701,19.148,889.8,19.507,16.467382
9.317,18.652,889.533,20.112,21.099567
8.932,18.273,889.683,20.328,28.555542
8.496,17.86,889.75,20.523,50.775673
10.3,18.002,889.75,20.517,59.895084
10.262,17.956,889.833,20.539,60.473484
9.953,17.844,889.333,20.971,62.533417
9.997,17.594,889.95,21.573,58.49953
9.191,17.256,889.733,21.877,59.466614
8.525,17.418,889.1,22.213,60.245396
9.092,16.948,889.733,22.624,53.99738
9.65,17.239,889.75,22.784,70.19048
11.844,16.998,889.867,23.243,79.033485
11.491,16.831,889.767,24.096,78.80042
11.726,16.464,889.733,24.272,78.09199
11.71,16.464,889.55,24.768,79.40227
11.779,16.176,890.083,25.003,78.16375
12.172,16.21,890.25,25.067,78.0799
11.531,16.564,889.85,24.981,78.45366
11.903,15.956,889.883,25.685,79.645996
11.084,15.825,889.617,25.877,78.53183
11.322,16.162,889.65,25.925,78.53538
12.185,15.994,889.7,25.92,78.97167
11.901,16.426,889.85,25.861,78.1062
12.28,15.59,887.15,26.555,77.44679
13.403,15.034,871.133,26.917,78.65617
13.99,15.304,861.717,27.109,74.492256
14.178,15.022,863.6,27.056,70.674385
13.877,15.458,862.633,27.157,66.251816
12.198,15.138,864.467,27.483,64.49103
13.389,15.254,861.317,27.173,64.5088
12.772,15.756,863.067,26.32,62.66416
12.276,15.62,861.883,26.0,53.690414
2.099,15.123,861.983,27.237,37.8057
2.823,15.056,861.8,27.677,32.726566
2.93,15.078,861.767,27.187,23.45012
3.697,15.636,862.15,26.387,6.18193
3.322,15.806,861.7,26.117,0.643773
3.555,15.376,861.667,26.699,3.897458
3.065,15.294,861.433,27.395,5.160135
5.02,15.917,862.05,26.285,5.252509
6.039,16.43,861.75,25.179,7.033899
4.743,17.132,873.833,24.117,12.711327
4.792,17.989,889.583,22.784,12.766041
2.489,17.794,889.567,21.595,3.340374
1.586,18.098,889.417,21.307,1.955479
2.748,18.198,889.717,20.205,4.988178
3.114,18.723,889.567,19.527,3.127204
4.239,18.556,889.6,19.244,3.74966
4.034,18.573,889.167,18.844,1.696833
2.392,19.248,889.233,18.437,0.090242
2.556,20.206,889.767,17.424,0.142113
2.799,20.039,889.467,17.609,0.189721
2.569,20.006,889.867,17.781,0.094505
2.663,20.735,889.567,16.84,0.203933
2.955,21.26,889.8,16.517,0.289201
3.661,21.731,889.633,16.072,2.004508
3.704,21.948,889.4,15.995,1.034585
3.428,22.273,889.7,16.001,3.111571
4.699,22.781,889.567,15.731,5.637636
4.288,22.464,889.333,15.245,11.158738
6.339,23.098,889.567,14.891,15.942984
7.298,22.614,889.633,14.735,11.848699
4.722,22.948,889.5,14.532,16.322426
6.562,23.081,889.333,14.569,20.678911
5.731,23.131,889.4,14.847,16.764399
5.43,23.702,889.667,14.061,19.188852
8.695,24.535,889.867,13.313,40.72471
15.01,24.814,889.5,13.549,55.02415
13.601,24.452,888.933,13.113,53.070805
13.799,24.814,889.333,13.097,51.99145
11.97,25.018,889.6,12.667,52.463978
13.196,25.044,889.567,12.084,52.084538
14.957,24.898,889.167,11.444,53.077908
14.378,24.452,889.367,10.972,51.959476
15.424,24.452,889.433,10.785,51.893394
14.357,24.227,889.6,10.56,53.274025
18.485,24.735,889.667,10.605,56.65561
17.542,23.827,889.333,11.0,59.261257
18.849,24.01,889.167,13.129,64.366684
18.008,23.518,888.833,15.604,66.36479
18.282,23.281,889.3,15.041,68.03818
14.176,22.123,889.233,20.099,61.65587
15.637,21.031,889.9,22.939,67.11658
15.589,20.948,889.767,23.693,67.76319
14.779,20.327,889.733,24.349,68.52136
14.137,20.274,888.6,24.307,69.12534
12.11,19.718,889.717,25.608,69.82951
12.494,19.202,889.733,26.96,70.08319
14.226,18.423,890.167,28.261,70.67864
17.79,18.418,889.617,30.317,70.250885
16.634,17.76,889.633,33.301,70.74615
14.668,17.314,889.717,34.805,70.7497
13.922,16.814,889.65,35.856,70.72625
14.429,16.414,889.533,35.955,70.54506
13.554,16.115,889.767,36.469,70.1308
13.906,15.68,889.9,37.317,70.206116
14.943,15.462,889.783,38.059,70.251595
14.197,15.371,890.067,38.909,68.66064
10.041,14.741,890.15,39.283,66.61136
9.234,15.188,889.567,39.915,68.81483
9.096,14.691,889.567,40.341,70.09598
9.862,14.487,889.742,41.184,72.94678
11.78,14.328,889.458,41.371,73.301346
12.465,14.212,889.875,40.992,73.46762
12.853,13.566,890.092,40.739,72.54459
11.126,13.82,890.242,42.123,67.217476
11.142,13.516,889.958,42.875,64.60828
12.217,13.681,889.908,42.763,58.338234
10.373,13.31,890.267,42.507,61.060413
11.718,13.176,889.667,42.107,63.887047
11.397,13.053,889.708,42.021,56.882282
9.955,12.58,889.55,42.171,50.412575
8.817,12.67,889.642,42.891,43.235847
7.331,12.24,889.517,44.395,48.85217
8.34,11.724,889.808,44.811,54.38748
8.195,11.678,889.808,45.056,54.950962
9.238,11.599,889.7,45.152,56.64211
8.341,11.599,890.133,45.675,47.180206
7.008,11.636,889.575,46.443,32.56598
4.86,11.616,889.567,47.659,32.21283
5.792,11.611,889.908,48.869,34.980484
6.88,11.611,890.117,50.128,40.895954
9.177,11.845,889.833,50.837,34.603176
7.278,11.636,890.2,51.333,34.322502
7.236,11.816,889.6,52.091,37.25643
8.026,11.632,889.75,52.987,45.322075
9.427,11.478,890.008,53.797,50.424652
10.222,11.195,889.875,54.24,48.037857
9.592,11.161,890.058,54.267,47.698208
9.064,11.161,890.192,54.976,42.03428
7.983,10.634,889.958,55.605,38.240566
7.706,10.343,889.858,56.459,44.23064
8.147,10.551,890.067,56.128,37.334595
7.558,10.16,889.583,56.693,31.244328
7.438,9.933,889.892,56.789,29.064308
6.708,10.314,889.942,54.432,33.374603
7.875,10.795,889.883,53.163,37.124977
7.921,11.607,889.983,50.763,36.411568
7.86,12.403,889.75,48.672,30.329117
7.237,12.941,889.875,46.219,23.862959
7.142,13.462,889.575,44.213,23.850168
6.946,14.145,889.842,42.347,26.217777
6.325,14.216,889.608,41.579,19.392784
6.896,14.116,889.725,41.776,20.32718
6.63,14.908,889.725,39.627,18.966446
6.592,14.504,889.817,39.619,17.107603
6.536,15.298,889.967,36.995,21.31629
7.206,15.126,889.817,37.005,25.570452
7.999,15.495,889.55,35.677,24.510286
6.828,15.383,889.383,34.261,24.874096
6.596,15.794,889.35,32.472,26.126825
7.92,15.925,889.617,30.32,30.81088
7.751,16.281,889.967,29.189,30.03139
8.097,16.914,889.85,27.861,29.433802
8.961,17.289,889.9,24.611,29.637735
8.044,17.302,889.533,23.016,27.055536
7.336,17.394,889.15,23.163,24.902517
6.69,17.927,889.533,20.428,22.516436
8.385,18.227,889.433,19.795,26.134642
6.517,18.694,889.167,19.472,32.22917
7.386,18.889,889.367,17.483,34.1477
8.18,18.814,889.433,16.865,36.788876
8.079,19.231,889.767,17.397,39.72352
9.495,19.123,889.333,17.883,34.488064
8.993,19.21,889.7,18.381,34.87461
7.63,18.623,889.333,16.931,40.75242
8.404,19.281,889.867,18.071,45.46774
9.03,19.306,889.267,18.511,44.949024
10.225,19.048,889.667,17.821,44.62714
8.501,19.439,889.467,16.66,43.98123
9.297,19.373,889.5,16.84,39.23607
8.448,19.694,889.9,17.547,39.67378
8.177,19.985,889.733,17.624,37.939995
9.113,19.556,889.667,18.147,41.511303
8.893,19.867,889.552,18.214,53.63357
11.25,19.402,889.467,19.504,53.13049
9.258,19.885,889.333,19.459,45.322075
9.363,19.406,889.767,19.304,46.67144
9.392,19.277,889.733,19.143,49.18187
9.37,19.468,889.167,19.689,52.532192
10.506,19.181,890.467,21.147,53.52201
11.446,19.031,889.1,20.688,55.996204
10.598,19.056,889.867,20.444,58.39934
13.696,19.114,889.767,19.217,61.829956
14.506,18.052,889.75,21.379,61.37022
15.003,17.594,889.683,23.387,62.043125
14.161,17.081,889.667,24.595,62.406227
16.025,16.681,890.183,28.605,63.046448
15.679,15.778,889.883,31.944,61.866196
14.583,15.476,889.667,32.661,48.884144
16.141,15.126,889.55,33.008,42.927464
15.813,14.741,889.917,34.616,43.0376
14.459,14.27,889.733,36.965,46.291996
15.396,13.895,890.017,40.235,49.339615
14.778,13.645,889.7,43.248,51.98861
14.157,13.595,889.5,44.064,52.087376
15.193,13.37,889.883,47.003,52.547115
14.793,12.597,890.092,49.861,52.56204
13.627,11.911,890.092,53.056,52.446926
13.406,11.836,889.942,53.04,51.518215
12.935,11.328,889.45,51.968,52.56559
13.797,11.228,889.908,52.443,54.818085
14.135,11.011,889.925,52.939,56.998814
13.031,10.911,890.183,53.749,56.357883
13.542,10.824,889.967,53.968,56.612976
13.594,10.505,890.0,53.685,57.57082
12.882,10.035,889.983,53.269,57.83089
12.184,9.749,890.125,53.355,55.364513
13.103,9.868,890.25,53.84,53.15678
11.113,10.037,889.775,53.941,52.696335
11.745,9.783,889.95,54.149,56.034576
10.499,9.666,889.633,54.203,58.82497
11.147,9.549,889.475,54.795,59.569645
11.507,9.924,889.85,56.576,59.32237
10.72,9.508,889.892,58.16,57.06774
12.057,9.354,889.625,59.648,56.712456
9.852,8.624,890.167,60.043,61.979885
12.178,8.341,889.842,61.333,64.675064
12.894,8.341,889.983,61.104,66.73003
12.88,8.561,890.117,60.619,65.450294
12.037,7.8,889.542,60.661,66.92472
12.324,7.809,890.508,60.309,65.29468
10.945,8.237,890.158,58.88,52.3176
12.024,8.147,890.267,57.547,52.17833
11.869,8.481,889.483,56.368,53.750103
10.912,8.728,889.742,55.755,54.32495
11.309,7.95,889.933,56.523,58.63525
10.72,8.304,890.033,55.637,65.17388
10.112,8.457,889.692,56.405,65.179565
11.546,7.476,889.667,58.091,62.64782
10.514,7.639,889.592,57.088,52.683544
9.701,7.936,889.767,54.912,49.437675
9.41,8.758,890.158,49.973,50.755775
9.759,9.191,889.933,46.827,34.568356
8.938,10.051,889.667,43.723,30.857779
7.166,10.206,889.992,42.069,36.47339
8.567,10.811,889.358,40.603,39.195568
8.616,11.245,889.6,37.067,38.978844
9.852,12.382,889.483,33.451,40.007034
7.376,12.44,889.717,33.016,31.039682
7.101,12.968,889.317,33.157,25.099344
6.472,13.051,889.667,31.651,16.358665
6.422,13.214,889.333,29.552,15.630335
7.35,12.899,889.617,29.373,17.557392
5.819,13.16,889.667,27.565,17.365538
7.412,13.074,889.683,27.408,18.515236
6.567,13.616,890.067,27.312,20.41529
6.646,13.554,890.067,27.141,21.717049
6.506,14.545,889.567,26.019,16.02541
6.008,14.333,889.6,25.632,19.07161
4.157,14.641,889.85,24.248,18.84778
5.829,15.635,889.6,22.067,18.434942
5.621,15.858,889.567,23.224,20.059298
5.007,16.331,889.217,21.883,26.84805
5.862,16.848,889.683,20.407,32.170906
6.246,16.798,889.3,19.084,25.382862
6.445,17.148,889.1,17.64,22.03396
5.93,17.327,889.3,18.116,26.419579
7.332,17.868,889.8,18.165,26.038004
6.49,18.485,889.533,17.415,29.475725
7.822,18.506,889.5,16.547,30.553656
7.995,18.623,889.233,16.523,31.681326
7.504,19.389,889.333,15.621,36.76969
7.918,19.127,889.4,15.883,37.035442
8.212,18.706,889.333,16.881,44.54258
8.0,19.044,889.233,16.985,49.365196
8.541,19.652,889.133,16.431,59.06443
10.259,19.218,889.367,16.552,60.624836
11.366,18.96,889.633,15.784,62.607315
10.814,19.077,889.6,14.959,63.032234
11.792,19.506,889.633,15.375,64.3006
10.295,19.239,889.267,16.021,53.53054
10.044,19.006,889.567,15.416,49.418488
9.571,19.368,889.7,14.799,60.79253
10.98,19.735,889.4,14.313,58.378735
9.332,19.806,889.967,14.408,61.48178
10.087,20.473,889.6,14.829,65.179565
10.804,20.452,889.8,13.856,62.016834
12.013,19.706,889.5,13.183,53.98246
10.488,19.581,889.567,13.48,52.171936
10.126,19.435,889.833,13.865,48.823746
10.183,19.51,889.333,14.075,30.19695
11.309,19.373,889.8,14.344,34.183228
9.62,19.031,889.467,15.241,44.033104
10.61,18.589,889.4,16.192,47.233498
8.998,17.998,889.767,17.269,56.701797
10.386,17.652,889.767,17.908,65.899376
10.855,17.527,889.267,18.928,58.78873
9.735,16.664,889.6,19.525,48.393143
8.915,16.581,889.7,20.051,49.56842
9.011,16.088,889.583,20.424,51.41447
8.996,16.15,889.667,20.513,45.1153
9.087,16.162,889.8,20.832,43.773037
7.498,15.302,889.95,21.157,43.606052
7.57,14.287,889.817,22.725,49.85833
8.793,13.874,889.55,23.523,48.146576
9.073,14.874,889.95,23.448,47.455193
8.133,14.524,890.083,23.795,54.43083
8.532,13.862,889.75,24.053,55.02486
7.923,13.708,889.9,24.261,53.32803
7.528,14.041,889.25,24.48,50.888653
7.829,13.545,889.217,24.875,50.86023
8.345,13.055,889.833,25.507,54.427986
8.513,13.774,889.733,24.952,49.600395
8.483,12.605,889.85,25.496,47.748657
8.493,12.624,889.767,26.229,44.64206
7.382,12.745,890.067,27.627,46.427006
7.856,12.532,889.883,28.696,45.366837
8.204,11.824,889.9,30.245,42.679474
8.192,11.682,890.133,31.144,43.55347
8.26,11.411,889.45,32.629,46.070297
8.059,11.703,889.95,33.728,47.447376
8.069,11.786,889.767,34.928,49.83062
8.328,11.411,889.9,36.28,50.40831
8.664,11.628,889.583,37.003,58.81289
8.15,11.411,890.017,37.083,66.46498
9.09,11.011,889.583,38.299,67.58412
9.847,11.47,889.833,37.584,74.501495
9.91,10.828,889.383,37.547,75.37904
10.012,10.928,889.183,36.859,74.240005
10.92,11.311,889.6,37.168,61.265766
9.671,10.928,889.617,38.123,62.38704
8.738,10.757,890.0,39.68,69.81459
9.782,10.62,890.0,41.109,66.42875
8.847,10.447,889.8,41.509,52.436268
8.417,9.98,889.717,42.075,41.692497
7.34,9.733,889.717,43.392,57.063477
8.487,9.704,889.833,44.053,69.32857
9.174,10.185,890.142,43.819,71.85108
9.74,11.116,889.775,43.243,63.14806
8.942,12.495,890.017,40.075,61.103756
10.671,13.166,889.833,38.235,61.454067
9.869,14.416,889.733,35.819,59.928482
8.791,14.674,889.683,34.181,54.201317
8.192,15.317,889.667,33.347,53.575306
7.826,15.83,889.9,33.589,56.171715
9.156,15.787,890.367,33.949,57.99645
9.295,15.697,889.9,33.144,61.98202
9.876,15.942,889.967,33.032,64.45052
9.891,16.117,889.8,32.624,63.47492
9.702,16.681,889.583,31.741,72.23905
11.51,16.831,889.467,30.965,71.75444
9.889,17.602,889.433,30.344,71.84469
11.034,16.764,889.633,29.901,70.08532
11.093,17.502,889.517,29.232,66.43798
10.601,16.864,889.75,29.917,65.59951
10.534,17.573,889.683,28.811,67.5415
11.738,17.123,889.783,28.189,72.3634
10.319,17.723,889.967,27.509,70.15566
12.094,17.823,889.4,26.736,70.629616
11.062,18.118,889.75,26.539,69.22482
10.606,17.802,889.583,27.389,57.473473
8.978,18.256,890.133,26.888,56.797726
10.093,18.689,890.133,26.333,55.482468
10.739,18.506,889.917,26.12,57.73354
10.755,18.518,889.55,26.0,51.90263
10.025,19.027,889.633,24.539,48.727108
8.217,18.881,889.65,23.939,46.291996
10.479,20.214,889.417,22.277,44.50137
8.338,19.281,890.017,21.913,53.06938
9.563,19.544,889.95,21.32,51.907604
8.217,19.694,889.433,21.717,49.020573
10.375,19.848,890.067,20.927,48.581444
8.793,19.694,889.283,20.185,47.328712
9.421,19.718,889.567,19.477,41.204338
7.181,20.102,889.9,20.121,45.28157
9.341,20.489,889.367,19.96,40.59183
10.76,20.46,889.3,18.832,35.910618
7.742,20.639,889.533,19.085,40.80571
8.314,20.698,889.8,17.561,43.64869
9.987,20.852,889.633,17.736,42.273743
9.68,20.556,889.8,17.307,38.929813
8.7,20.364,889.367,18.257,37.712616
8.833,20.339,889.767,18.043,25.257801
6.809,21.373,889.767,17.825,30.830067
7.592,20.144,889.433,19.199,24.427149
6.784,20.71,889.533,18.724,26.293098
6.79,20.444,889.4,20.003,23.344955
6.53,19.444,889.5,20.503,21.98422
6.858,19.789,890.15,21.669,19.796387
7.379,18.981,889.533,23.155,19.86247
7.266,18.764,889.667,23.445,15.720577
5.591,18.606,889.717,24.048,15.837821
6.133,18.073,889.883,25.075,12.833545
5.759,17.223,889.933,25.547,7.796337
5.174,17.214,890.1,25.933,8.547406
4.753,16.781,890.033,26.261,19.365784
6.187,16.331,889.633,26.256,19.183878
7.393,15.725,890.067,27.531,21.848503
6.247,15.416,890.117,28.112,21.553617
6.497,14.724,889.9,28.731,20.131063
6.671,15.504,890.083,28.72,9.173415
6.813,15.008,889.333,29.355,5.609924
4.499,13.474,889.767,30.512,3.734028
4.457,13.608,889.867,30.245,3.086702
3.984,13.164,889.583,30.389,1.344392
3.491,11.67,889.55,31.168,1.63075
3.205,11.803,889.767,31.12,1.524876
2.875,11.345,890.1,31.456,0.971345
2.936,11.524,889.9,31.675,3.223841
3.549,11.436,890.233,31.424,6.256539
3.966,11.72,889.967,31.296,2.453587
3.83,12.416,889.633,29.616,1.17883
3.582,13.766,889.533,29.819,0.230224
3.701,14.62,889.933,29.131,0.096637
2.594,14.774,889.217,29.104,0.221697
2.658,14.608,890.033,30.016,0.154904
2.936,12.882,889.983,28.555,0.271437
3.278,11.766,889.65,30.763,3.74966
4.188,11.786,889.783,30.523,6.108031
5.563,10.697,889.517,31.813,4.110628
4.446,10.218,889.817,32.549,9.099516
5.475,10.243,889.85,33.013,7.601642
6.269,10.237,889.6,32.891,8.744233
5.829,10.845,890.2,31.605,7.22291
5.833,10.47,889.933,32.128,5.987234
5.766,10.116,890.133,32.747,3.056858
5.246,10.59,889.6,32.187,0.659406
4.544,10.778,889.867,31.36,0.198248
2.488,11.37,889.55,30.629,0.105875
2.68,12.857,890.0,28.715,0.218855
2.724,14.049,889.683,27.029,0.203933
2.055,10.591,889.533,29.635,0.197538
1.881,11.495,890.017,30.579,0.170536
0.027,12.403,890.033,29.48,0.194695
0.591,12.353,889.667,28.581,0.165562
2.67,12.947,889.9,27.819,0.851969
1.94,12.201,889.517,27.867,0.309807
1.837,14.054,889.717,25.525,1.011847
1.7,15.062,889.95,24.181,0.730463
1.7,16.298,890.0,23.611,0.144956
2.059,16.581,889.85,22.944,0.218855
1.779,16.948,890.067,22.587,0.166983
2.367,17.581,889.283,22.016,0.128613
2.822,17.61,889.867,22.789,0.130744
2.277,18.131,889.75,22.573,0.290622
3.02,18.152,889.633,21.643,2.57083
4.193,17.91,889.667,21.504,12.390861
5.883,17.564,889.417,24.285,7.770046
4.947,17.281,889.433,25.291,4.950518
3.625,16.981,889.75,25.104,6.979896
4.209,17.223,889.433,24.963,7.546218
5.062,17.66,890.167,25.208,12.490341
3.797,18.139,889.483,24.205,20.13888
7.3,18.439,889.4,23.541,20.977348
6.674,18.606,890.017,23.224,15.795897
6.444,19.368,890.45,22.624,20.895634
7.945,19.981,890.05,22.0,21.29284
7.177,19.052,890.05,22.675,18.407228
5.176,18.931,889.8,22.824,23.367695
6.153,19.314,889.55,22.459,19.590322
7.394,19.539,889.6,22.408,15.78737
6.917,19.427,889.267,22.181,18.83357
8.347,19.46,889.683,22.741,26.893526
4.379,19.577,889.717,22.477,29.918407
7.407,19.935,889.917,22.331,27.228203
6.97,19.731,889.983,22.755,25.734592
7.183,20.785,889.833,22.381,23.91199
8.535,20.702,889.967,22.107,20.085588
8.365,21.248,889.6,21.941,20.805391
8.431,21.389,889.65,21.693,12.905312
4.668,22.081,889.717,21.6,20.434475
6.396,21.431,889.85,22.104,18.83641
6.61,21.131,889.783,22.568,21.353949
8.14,20.727,890.133,22.821,15.935878
6.197,20.864,889.633,22.109,15.473299
6.905,21.394,889.95,21.669,12.132215
5.866,21.481,890.15,21.216,11.42307
5.94,21.189,889.767,21.168,9.184785
4.834,21.377,889.633,21.192,7.554745
5.389,21.185,889.683,22.048,8.042193
4.616,21.431,890.183,22.312,6.436313
4.354,20.906,889.95,22.616,8.195676
4.724,21.173,889.65,22.043,7.985348
4.922,20.731,889.967,22.936,3.84985
4.535,20.818,889.383,23.589,1.507822
4.085,20.177,890.083,23.683,0.22525
3.836,20.239,889.4,24.187,0.211749
2.718,19.502,889.85,24.677,0.328992
3.442,19.281,889.533,26.096,0.219565
2.632,19.364,889.6,26.08,0.209617
2.35,18.606,889.633,26.731,0.20109
2.723,18.489,889.983,27.429,0.176221
1.946,18.385,889.967,27.717,0.169115
1.978,17.727,890.15,28.469,0.199669
1.941,17.548,889.917,28.667,0.120796
2.549,17.264,889.517,29.259,0.201801
2.538,17.264,890.017,29.488,0.177642
1.253,16.243,890.1,30.069,0.169115
0.934,15.416,890.267,30.709,0.169115
1.501,16.564,889.733,30.443,0.170536
1.993,15.942,889.833,30.291,0.166983
2.279,13.335,889.583,31.845,0.201801
2.813,12.566,889.783,32.944,0.400049
2.956,12.316,889.567,33.616,1.386316
3.406,12.27,889.9,33.653,3.27287
3.773,12.203,889.717,34.096,5.331382
3.964,12.12,889.733,34.101,7.82405
4.428,12.716,889.5,33.845,11.371198
4.944,12.486,889.583,34.205,6.064686
4.695,13.253,890.117,33.627,18.891125
4.793,13.924,889.4,33.179,31.634426
8.024,13.908,889.85,33.261,25.901575
7.023,14.641,890.05,32.824,23.782665
7.223,15.122,889.683,32.512,34.80924
8.141,15.578,889.667,32.184,48.53099
9.426,16.531,889.833,30.643,56.36499
9.307,16.086,889.667,31.803,55.12434
9.309,16.267,889.65,32.949,44.517002
7.794,15.875,889.65,34.632,49.313324
7.968,15.868,889.683,35.773,64.80652
10.18,15.79,889.767,37.541,53.375633
10.643,15.388,889.883,39.155,25.886654
6.242,14.874,889.892,42.331,18.73267
5.883,14.549,889.717,44.864,18.697851
5.843,14.441,889.492,43.659,16.510727
5.408,14.266,889.817,42.795,18.30846
6.783,14.124,890.192,43.253,21.101698
6.531,14.387,889.975,45.739,21.348974
6.68,13.626,889.842,54.645,22.09507
7.018,13.158,889.6,61.024,37.612423
7.808,13.068,889.9,61.429,59.56538
8.678,12.928,889.683,58.901,54.527466
8.915,13.816,890.233,53.312,52.147778
8.796,14.591,889.617,49.899,45.44074
7.813,15.866,889.867,45.995,58.591908
8.738,16.193,890.142,45.12,63.267433
9.537,16.044,889.817,44.976,61.854115
9.547,16.931,889.517,42.917,64.52869
9.381,16.362,890.008,42.891,59.423267
9.306,16.798,889.4,39.597,55.503784
9.323,17.031,889.7,38.987,55.092365
10.316,17.294,890.233,37.107,54.265266
9.88,17.76,889.85,36.347,49.71835
9.821,17.906,889.417,34.645,53.081463
9.791,17.852,889.717,35.896,56.886543
9.207,17.568,889.85,35.453,52.17691
10.055,17.964,889.85,34.416,49.850513
8.152,17.827,889.733,35.261,45.741306
9.456,18.094,889.767,35.309,45.80739
8.724,18.052,890.117,36.435,48.67737
8.594,18.418,889.85,35.008,47.0857
9.347,18.481,890.05,33.619,40.624516
8.766,18.539,889.733,32.741,34.731075
7.925,19.01,890.0,29.499,39.13588
8.802,19.494,889.983,28.891,31.129925
8.105,20.118,889.317,28.619,27.949429
7.006,20.118,889.567,27.549,31.885967
8.988,19.844,889.617,28.056,41.936222
8.942,19.839,889.883,28.635,43.00136
8.986,19.994,889.983,27.472,35.87651
8.292,20.123,889.9,27.816,41.073593
9.149,20.16,889.5,27.811,40.710495
9.216,20.398,889.617,26.301,41.656258
9.347,20.527,889.917,25.939,42.694397
8.58,21.314,890.0,25.131,40.809975
8.322,21.356,889.767,25.483,37.139187
7.861,21.056,889.717,26.176,31.698378
8.419,21.844,889.9,25.675,28.254263
9.151,21.56,889.383,24.693,31.79999
7.975,21.198,889.65,25.805,36.01578
9.729,21.489,889.917,25.245,44.571003
8.421,21.018,890.05,25.579,39.63896
9.006,21.081,889.533,24.619,46.051826
8.578,21.135,889.583,24.283,33.89332
8.898,20.973,890.05,23.845,35.86727
7.628,20.818,889.917,24.589,26.732939
7.937,20.535,889.733,26.16,37.02834
8.297,20.006,890.233,27.491,44.218563
8.329,19.727,889.833,28.381,42.6276
8.388,19.631,889.633,28.789,39.454926
7.201,19.135,890.033,29.373,20.952478
6.681,18.735,890.167,30.141,17.425938
6.542,18.506,889.883,30.789,17.382591
7.842,18.227,889.717,31.456,27.207598
7.641,18.073,890.0,32.216,29.613577
7.153,17.389,889.633,32.723,29.961042
7.857,17.294,890.183,33.859,23.614971
6.862,16.914,889.5,34.459,18.163506
6.142,16.614,889.867,35.189,20.06427
6.736,16.348,889.533,35.571,18.167768
6.263,16.039,889.9,36.448,17.854408
7.074,15.562,889.65,37.344,12.022077
6.673,16.018,889.983,37.856,13.865998
6.815,15.314,889.9,38.627,15.873348
4.998,15.29,889.767,38.907,11.129605
5.979,14.595,889.75,40.387,11.833777
6.336,14.199,889.458,40.917,10.907909
5.22,13.828,889.825,41.877,13.29186
6.379,14.266,889.658,41.184,19.56332
6.971,15.488,889.85,39.413,19.387812
6.377,14.724,889.967,39.691,17.17866
6.627,14.491,889.733,39.995,13.223645
5.636,14.724,889.933,39.621,11.700191
6.21,15.108,889.583,39.592,15.137912
6.602,14.808,889.783,39.963,24.245955
8.726,14.941,889.992,42.075,36.096786
8.006,14.268,889.717,44.16,39.408737
8.956,14.191,890.0,44.672,40.95422
7.953,13.995,889.967,45.472,34.57191
7.729,13.799,890.167,46.101,33.51743
7.634,13.778,890.233,46.373,35.15031
6.997,13.337,889.858,46.805,40.194622
11.1,13.055,890.042,47.413,41.84527
8.898,13.093,890.0,47.691,41.692497
7.464,13.068,889.65,46.837,39.905422
8.228,12.851,890.217,46.064,32.305912
7.414,13.034,890.033,45.856,24.706402
5.906,12.578,890.025,46.731,18.461231
4.494,12.311,889.783,49.44,23.767744
5.442,11.336,890.008,51.115,26.338573
5.734,11.361,890.267,50.112,24.573526
6.081,11.395,889.417,49.397,30.519548
6.818,11.724,890.025,47.371,29.686052
7.109,12.211,889.917,46.149,29.373404
7.095,12.616,889.008,45.008,24.10313
6.236,13.322,890.133,43.04,17.775536
4.477,14.162,889.283,40.843,17.644081
4.951,14.979,889.983,38.608,14.452926
3.793,14.941,890.117,38.285,11.731455
5.176,15.158,889.583,38.389,18.246641
7.312,15.355,889.583,37.555,28.99254
8.058,15.723,889.533,37.725,32.700275
7.332,16.053,889.983,37.853,36.344063
6.717,15.431,889.65,37.277,26.452265
7.144,15.49,889.517,37.365,20.899185
7.096,16.015,889.917,37.171,21.207573
7.026,16.798,890.033,36.096,23.614262
5.722,16.764,889.617,35.757,14.519009
5.692,17.135,889.9,34.272,8.931823
4.256,17.36,889.55,33.461,8.278101
5.02,17.681,889.75,33.133,7.330916
2.126,18.623,889.967,31.464,7.369997
4.39,17.644,889.867,31.835,9.429219
7.237,17.881,889.917,32.355,18.53229
6.938,18.644,889.7,30.603,17.448675
5.714,19.118,889.85,30.237,25.802095
8.81,19.344,889.817,29.648,33.812313
7.112,18.935,889.95,30.648,37.409912
8.709,19.239,889.967,30.408,38.48216
8.247,19.231,889.533,30.264,34.933586
9.709,19.456,889.75,29.987,36.64321
9.893,19.739,889.867,28.907,39.244595
8.385,19.777,889.85,27.992,40.036167
8.271,20.202,889.767,26.656,40.71902
8.214,20.556,889.15,26.571,45.528137
9.213,20.144,889.85,26.912,42.530254
9.563,20.235,889.417,26.373,42.05702
8.22,20.268,889.85,26.101,39.106037
7.459,20.594,889.7,25.587,37.387177
9.117,21.077,889.767,25.12,48.44146
9.703,20.877,889.617,25.109,50.692535
11.226,20.714,889.883,25.253,58.029846
9.078,21.102,889.8,25.091,50.563213
